timestamp_s,s1_dbm,s2_dbm,r,error,offset_V
240.239,-40.062,-65.618,18.95936,0.24878,3.43673
240.811,-40.069,-65.407,18.48777,-0.22281,3.43895
241.397,-40.080,-65.560,18.79291,0.08234,3.43813
241.831,-40.071,-65.807,19.35541,0.64483,3.43168
242.259,-40.089,-65.572,18.80052,0.08995,3.43078
242.855,-40.122,-65.486,18.54316,-0.16742,3.43246
243.356,-40.135,-65.746,19.08029,0.36971,3.42876
243.794,-40.102,-65.446,18.50190,-0.20868,3.43085
244.223,-40.111,-65.520,18.64047,-0.07010,3.43155
244.675,-40.131,-65.610,18.79233,0.08176,3.43073
245.214,-40.097,-65.533,18.69837,-0.01221,3.43085
246.027,-40.124,-65.510,18.59110,-0.11948,3.43205
246.528,-40.077,-65.592,18.86911,0.15854,3.43046
246.971,-40.130,-65.631,18.83853,0.12795,3.42918
247.570,-40.103,-65.472,18.55567,-0.15490,3.43073
247.969,-40.098,-65.566,18.76808,0.05750,3.43016
248.383,-40.130,-65.452,18.45322,-0.25736,3.43273
248.934,-40.095,-65.214,18.02941,-0.68117,3.43954
249.475,-40.042,-65.800,19.40612,0.69554,3.43259
249.922,-40.049,-65.412,18.54247,-0.16810,3.43427
250.353,-40.104,-65.591,18.80900,0.09843,3.43328
250.898,-40.086,-65.714,19.11567,0.40509,3.42923
251.447,-40.102,-65.693,19.03615,0.32558,3.42598
252.067,-40.087,-65.660,18.99737,0.28680,3.42311
252.469,-40.133,-65.190,17.89917,-0.81141,3.43122
252.973,-40.072,-65.673,19.05773,0.34715,3.42775
253.419,-40.072,-65.527,18.73922,0.02864,3.42746
253.858,-40.096,-65.406,18.42731,-0.28327,3.43030
254.399,-40.072,-65.560,18.81155,0.10097,3.42929
254.951,-40.072,-65.245,18.14048,-0.57010,3.43499
255.500,-40.014,-65.693,19.22973,0.51915,3.42980
255.935,-40.053,-65.597,18.93255,0.22197,3.42758
256.465,-40.106,-65.386,18.36485,-0.34573,3.43103
256.926,-40.073,-65.166,17.97456,-0.73601,3.43839
257.459,-40.065,-65.476,18.64493,-0.06565,3.43905
258.014,-40.005,-65.685,19.22903,0.51845,3.43387
258.556,-40.051,-65.719,19.20601,0.49543,3.42891
259.108,-40.077,-65.188,18.01127,-0.69931,3.43590
259.543,-40.052,-65.652,19.05562,0.34504,3.43245
259.982,-40.081,-65.644,18.97434,0.26377,3.42982
260.525,-40.115,-65.587,18.77584,0.06527,3.42916
261.172,-40.103,-65.706,19.06047,0.34990,3.42566
261.812,-40.064,-65.370,18.42016,-0.29041,3.42857
262.385,-40.071,-65.416,18.50330,-0.20727,3.43064
262.936,-40.078,-65.773,19.26350,0.55292,3.42511
263.529,-40.119,-65.356,18.27307,-0.43751,3.42949
263.938,-40.108,-65.564,18.74065,0.03007,3.42919
264.373,-40.089,-65.868,19.44990,0.73932,3.42179
264.923,-40.097,-65.375,18.36249,-0.34809,3.42527
265.457,-40.134,-65.837,19.28161,0.57103,3.41956
266.075,-40.138,-65.648,18.85883,0.14826,3.41808
266.609,-40.113,-65.433,18.44997,-0.26061,3.42069
267.008,-40.100,-65.404,18.41610,-0.29447,3.42363
267.429,-40.125,-65.276,18.09596,-0.61462,3.42978
267.855,-40.094,-65.158,17.91455,-0.79603,3.43774
268.294,-40.074,-65.636,18.97295,0.26238,3.43511
268.859,-40.067,-65.596,18.89984,0.18927,3.43322
269.392,-40.062,-65.515,18.73500,0.02443,3.43298
269.830,-40.064,-65.474,18.64137,-0.06920,3.43367
270.379,-40.041,-65.654,19.08290,0.37233,3.42995
270.808,-40.073,-65.779,19.28844,0.57787,3.42417
271.412,-40.069,-65.154,17.95839,-0.75219,3.43169
271.943,-40.066,-65.333,18.33834,-0.37224,3.43541
272.449,-40.062,-65.645,19.01735,0.30678,3.43234
273.042,-40.048,-65.708,19.18807,0.47749,3.42757
273.542,-40.079,-65.760,19.23389,0.52332,3.42234
274.091,-40.092,-65.370,18.36165,-0.34893,3.42583
274.708,-40.093,-65.576,18.80038,0.08981,3.42493
275.109,-40.085,-65.360,18.35383,-0.35675,3.42850
275.622,-40.064,-65.605,18.92681,0.21624,3.42633
276.059,-40.071,-65.666,19.04533,0.33475,3.42299
276.671,-40.097,-65.555,18.74709,0.03652,3.42262
277.149,-40.067,-65.530,18.75610,0.04552,3.42216
277.708,-40.076,-65.483,18.63662,-0.07396,3.42290
278.249,-40.081,-65.369,18.38255,-0.32802,3.42618
278.677,-40.097,-65.656,18.96442,0.25385,3.42365
279.234,-40.088,-65.334,18.29243,-0.41815,3.42783
279.907,-40.089,-65.292,18.20316,-0.50742,3.43290
280.438,-40.030,-65.390,18.53693,-0.17365,3.43464
281.074,-40.063,-65.581,18.87627,0.16569,3.43298
281.627,-40.036,-65.762,19.33299,0.62241,3.42676
282.074,-40.102,-65.525,18.67037,-0.04021,3.42716
282.505,-40.067,-65.550,18.80045,0.08987,3.42626
283.081,-40.110,-65.456,18.50491,-0.20567,3.42832
283.709,-40.063,-65.576,18.86554,0.15497,3.42677
284.268,-40.080,-65.306,18.25137,-0.45920,3.43136
284.701,-40.067,-65.493,18.67701,-0.03356,3.43170
285.245,-40.066,-65.752,19.24351,0.53293,3.42637
285.858,-40.111,-65.526,18.65367,-0.05690,3.42694
286.256,-40.091,-65.215,18.03949,-0.67109,3.43365
286.671,-40.019,-65.480,18.75176,0.04119,3.43323
287.115,-40.042,-65.715,19.21546,0.50488,3.42819
287.708,-40.075,-65.508,18.69099,-0.01959,3.42838
288.191,-40.047,-65.649,19.05783,0.34726,3.42491
288.744,-40.079,-65.704,19.11088,0.40031,3.42091
289.180,-40.103,-65.658,18.95640,0.24583,3.41845
289.722,-40.101,-65.511,18.64190,-0.06868,3.41913
290.369,-40.138,-65.386,18.29838,-0.41220,3.42326
290.873,-40.106,-65.562,18.74099,0.03041,3.42295
291.370,-40.087,-65.556,18.76991,0.05933,3.42236
291.912,-40.111,-65.554,18.71319,0.00261,3.42233
292.350,-40.121,-65.661,18.92216,0.21158,3.42022
292.794,-40.107,-65.522,18.65131,-0.05926,3.42081
293.231,-40.093,-65.319,18.25078,-0.45980,3.42541
293.662,-40.094,-65.473,18.57600,-0.13458,3.42675
294.206,-40.082,-65.580,18.83209,0.12152,3.42554
294.649,-40.090,-65.376,18.37735,-0.33322,3.42887
295.200,-40.062,-65.765,19.28211,0.57153,3.42315
295.631,-40.084,-65.636,18.95160,0.24102,3.42074
296.073,-40.099,-65.539,18.70702,-0.00356,3.42078
296.531,-40.109,-65.204,17.97861,-0.73196,3.42810
297.070,-40.086,-65.787,19.27887,0.56829,3.42242
297.492,-40.109,-65.196,17.96007,-0.75050,3.42992
297.929,-40.053,-65.312,18.31986,-0.39072,3.43383
298.468,-40.051,-65.627,19.00274,0.29216,3.43091
298.911,-40.048,-65.827,19.45068,0.74011,3.42351
299.351,-40.114,-65.551,18.69844,-0.01213,3.42363
299.791,-40.089,-65.522,18.69231,-0.01827,3.42381
300.227,-40.083,-65.324,18.28307,-0.42751,3.42809
300.932,-40.074,-65.573,18.83583,0.12525,3.42683
301.432,-40.063,-65.480,18.65723,-0.05335,3.42737
302.026,-40.065,-65.447,18.58222,-0.12836,3.42865
302.436,-40.060,-65.474,18.65032,-0.06025,3.42925
302.854,-40.076,-65.804,19.33773,0.62716,3.42298
303.396,-40.105,-65.612,18.85207,0.14149,3.42157
303.978,-40.091,-65.246,18.10458,-0.60599,3.42763
304.388,-40.077,-65.703,19.11179,0.40121,3.42361
304.815,-40.092,-65.470,18.57436,-0.13622,3.42498
305.363,-40.061,-65.173,18.01319,-0.69739,3.43195
305.802,-40.042,-65.683,19.14447,0.43390,3.42761
306.352,-40.059,-65.650,19.03626,0.32569,3.42435
306.793,-40.025,-65.529,18.84515,0.13458,3.42301
307.227,-40.084,-65.473,18.59824,-0.11234,3.42413
307.674,-40.069,-65.636,18.98172,0.27115,3.42142
308.100,-40.106,-65.845,19.36250,0.65192,3.41490
308.691,-40.131,-65.417,18.37780,-0.33278,3.41823
309.191,-40.087,-65.699,19.08067,0.37010,3.41453
